selected,word,phonology,contrast,contrastGroup,source,syllableCount,syllableTemplate,syllable1,syllable2,phones,phoneLength,orthLength,ipaTarget,ttsText,phonologicalNeighborhoodSize,nearestRealWordDistance,nearestRealWords,englishZipfFrequency,selectionScore
0,hiknek,easy,control,,generated,2,CVC-CVC,hik,nek,HH IH K N EH K,6,6,/hɪknɛk/,hik-nek,0,3,creque|hajek|hickey|hicks|hinch|hinck|hinde|hiney|hinge|hink,0.0,1.6094
0,hikpak,easy,control,,generated,2,CVC-CVC,hik,pak,HH IH K P AE K,6,6,/hɪkpæk/,hik-pak,0,3,aipac|clack|crack|hickey|hicks|hinck|hink|hipper|hippie|hippo,0.0,1.6094
0,hikpam,easy,control,,generated,2,CVC-CVC,hik,pam,HH IH K P AE M,6,6,/hɪkpæm/,hik-pam,0,3,clam|cram|hickey|hicks|hipper|hippie|hippo|hipps|hips|hix,0.0,1.6094
0,himkak,easy,control,,generated,2,CVC-CVC,him,kak,HH IH M K AE K,6,6,/hɪmkæk/,him-kak,0,3,hickey|hicks|hinck|hink|hix|hymns|ishaq|smack|whack,0.0,1.6094
0,himkam,easy,control,,generated,2,CVC-CVC,him,kam,HH IH M K AE M,6,6,/hɪmkæm/,him-kam,0,3,hickey|hicks|hinck|hink|hix|hymns|imam|scam|wham,0.0,1.6094
0,himkan,easy,control,,generated,2,CVC-CVC,him,kan,HH IH M K AE N,6,6,/hɪmkæn/,him-kan,0,3,hickey|hicks|hinck|hink|hix|hymns|moran|scan|whan,0.0,1.6094
0,himkek,easy,control,,generated,2,CVC-CVC,him,kek,HH IH M K EH K,6,6,/hɪmkɛk/,him-kek,0,3,hajek|hickey|hicks|hinck|hink|hix|hymns|schmeck,0.0,1.6094
0,himmak,easy,control,,generated,2,CVC-CVC,him,mak,HH IH M M AE K,6,6,/hɪmmæk/,him-mak,0,3,hinck|hink|hymns|ishaq|smack|whack,0.0,1.6094
0,himmam,easy,control,,generated,2,CVC-CVC,him,mam,HH IH M M AE M,6,6,/hɪmmæm/,him-mam,0,3,hymns|imam|wham,0.0,1.6094
0,himmek,easy,control,,generated,2,CVC-CVC,him,mek,HH IH M M EH K,6,6,/hɪmmɛk/,him-mek,0,3,hajek|hinck|hink|hymns|schmeck,0.0,1.6094
0,himnak,easy,control,,generated,2,CVC-CVC,him,nak,HH IH M N AE K,6,6,/hɪmnæk/,him-nak,0,3,anac|hinch|hinck|hinde|hiney|hinge|hink|hinny|hinsch|hint,0.0,1.6094
0,himnam,easy,control,,generated,2,CVC-CVC,him,nam,HH IH M N AE M,6,6,/hɪmnæm/,him-nam,0,3,hinch|hinde|hiney|hinge|hinny|hinsch|hint|hinz|hinze|hnat,0.0,1.6094
0,himpak,easy,control,,generated,2,CVC-CVC,him,pak,HH IH M P AE K,6,6,/hɪmpæk/,him-pak,0,3,aipac|chimp|hamp|hampe|hemp|hinck|hink|hipper|hippie|hippo,0.0,1.6094
0,hinkam,easy,control,,generated,2,CVC-CVC,hin,kam,HH IH N K AE M,6,6,/hɪnkæm/,hin-kam,0,3,hickey|hicks|hinch|hinck|hinde|hiney|hinge|hink|hinny|hinsch,0.0,1.6094
0,hinkan,easy,control,,generated,2,CVC-CVC,hin,kan,HH IH N K AE N,6,6,/hɪnkæn/,hin-kan,0,3,hickey|hicks|hinch|hinck|hinde|hiney|hinge|hink|hinny|hinsch,0.0,1.6094
0,hinkek,easy,control,,generated,2,CVC-CVC,hin,kek,HH IH N K EH K,6,6,/hɪnkɛk/,hin-kek,0,3,hajek|hickey|hicks|hinch|hinck|hinde|hiney|hinge|hink|hinny,0.0,1.6094
0,hinmam,easy,control,,generated,2,CVC-CVC,hin,mam,HH IH N M AE M,6,6,/hɪnmæm/,hin-mam,0,3,hinch|hinde|hiney|hinge|hinny|hinsch|hint|hinz|hinze|hnat,0.0,1.6094
0,hinnam,easy,control,,generated,2,CVC-CVC,hin,nam,HH IH N N AE M,6,6,/hɪnnæm/,hin-nam,0,3,hinch|hinde|hiney|hinge|hinny|hinsch|hint|hinz|hinze|hnat,0.0,1.6094
0,hipkak,easy,control,,generated,2,CVC-CVC,hip,kak,HH IH P K AE K,6,6,/hɪpkæk/,hip-kak,0,3,aipac|hickey|hicks|hinck|hink|hipper|hippie|hippo|hipps|hips,0.0,1.6094
0,hipkam,easy,control,,generated,2,CVC-CVC,hip,kam,HH IH P K AE M,6,6,/hɪpkæm/,hip-kam,0,3,hickey|hicks|hinck|hink|hipper|hippie|hippo|hipps|hips|hix,0.0,1.6094
0,hipkan,easy,control,,generated,2,CVC-CVC,hip,kan,HH IH P K AE N,6,6,/hɪpkæn/,hip-kan,0,3,hickey|hicks|hinck|hink|hipper|hippie|hippo|hipps|hips|hix,0.0,1.6094
0,hipmak,easy,control,,generated,2,CVC-CVC,hip,mak,HH IH P M AE K,6,6,/hɪpmæk/,hip-mak,0,3,aipac|hinck|hink|hipper|hippie|hippo|hipps|hips|hopke|hymns,0.0,1.6094
0,hipnak,easy,control,,generated,2,CVC-CVC,hip,nak,HH IH P N AE K,6,6,/hɪpnæk/,hip-nak,0,3,aipac|anac|hinch|hinck|hinde|hiney|hinge|hink|hinny|hinsch,0.0,1.6094
0,hitkak,easy,control,,generated,2,CVC-CVC,hit,kak,HH IH T K AE K,6,6,/hɪtkæk/,hit-kak,0,3,attack|hickey|hicks|hinck|hink|hits|hitter|hitty|hitz|hix,0.0,1.6094
0,hokkak,easy,control,,generated,2,CVC-CVC,hok,kak,HH AA K K AE K,6,6,/hɑkkæk/,hok-kak,0,3,clack|crack|harc|hark|harke|hocker|hockey|honk|kayak|krack,0.0,1.6094
0,hokkam,easy,control,,generated,2,CVC-CVC,hok,kam,HH AA K K AE M,6,6,/hɑkkæm/,hok-kam,0,3,clam|cram|hakim|harc|hark|harke|harm|hocker|hockey|honk,0.0,1.6094
0,hokkan,easy,control,,generated,2,CVC-CVC,hok,kan,HH AA K K AE N,6,6,/hɑkkæn/,hok-kan,0,3,aachen|clan|harc|hark|harke|harn|harne|hocker|hockey|hoene,0.0,1.6094
0,hokkek,easy,control,,generated,2,CVC-CVC,hok,kek,HH AA K K EH K,6,6,/hɑkkɛk/,hok-kek,0,3,creque|hajek|harc|hark|harke|hocker|hockey|honk|kleck|krech,0.0,1.6094
0,hokmak,easy,control,,generated,2,CVC-CVC,hok,mak,HH AA K M AE K,6,6,/hɑkmæk/,hok-mak,0,3,clack|crack|domke|hama|harc|hark|harke|harm|hocker|hockey,0.0,1.6094
0,hokmam,easy,control,,generated,2,CVC-CVC,hok,mam,HH AA K M AE M,6,6,/hɑkmæm/,hok-mam,0,3,clam|cram|hakim|hama|harm|hocker|hockey|hommes|homs|imam,0.0,1.6094
0,hoknak,easy,control,,generated,2,CVC-CVC,hok,nak,HH AA K N AE K,6,6,/hɑknæk/,hok-nak,0,3,anac|clack|crack|hahner|hano|hans|harc|hark|harke|harn,0.0,1.6094
0,hokpak,easy,control,,generated,2,CVC-CVC,hok,pak,HH AA K P AE K,6,6,/hɑkpæk/,hok-pak,0,3,aipac|clack|crack|harc|hark|harke|harp|harpe|hocker|hockey,0.0,1.6094
0,homkak,easy,control,,generated,2,CVC-CVC,hom,kak,HH AA M K AE K,6,6,/hɑmkæk/,hom-kak,0,3,domke|hama|harc|hark|harke|hocker|hockey|hommes|homs|honk,0.0,1.6094
0,homkam,easy,control,,generated,2,CVC-CVC,hom,kam,HH AA M K AE M,6,6,/hɑmkæm/,hom-kam,0,3,domke|hakim|hama|harc|hark|harke|harm|hocker|hockey|hommes,0.0,1.6094
0,hommak,easy,control,,generated,2,CVC-CVC,hom,mak,HH AA M M AE K,6,6,/hɑmmæk/,hom-mak,0,3,domke|hama|harc|hark|harke|harm|hommes|homs|honk|smack,0.0,1.6094
0,homnak,easy,control,,generated,2,CVC-CVC,hom,nak,HH AA M N AE K,6,6,/hɑmnæk/,hom-nak,0,3,anac|domke|hahner|hama|hano|hans|harc|hark|harke|harn,0.0,1.6094
0,honkak,easy,control,,generated,2,CVC-CVC,hon,kak,HH AA N K AE K,6,6,/hɑnkæk/,hon-kak,0,3,anac|hahner|hano|hans|harc|hark|harke|hnat|hocker|hockey,0.0,1.6094
0,honkam,easy,control,,generated,2,CVC-CVC,hon,kam,HH AA N K AE M,6,6,/hɑnkæm/,hon-kam,0,3,hahner|hakim|hano|hans|harc|hark|harke|harm|hnat|hocker,0.0,1.6094
0,honmak,easy,control,,generated,2,CVC-CVC,hon,mak,HH AA N M AE K,6,6,/hɑnmæk/,hon-mak,0,3,anac|domke|hahner|hama|hano|hans|harc|hark|harke|harm,0.0,1.6094
0,honnak,easy,control,,generated,2,CVC-CVC,hon,nak,HH AA N N AE K,6,6,/hɑnnæk/,hon-nak,0,3,anac|hahner|hano|hans|harc|hark|harke|harn|harne|hnat,0.0,1.6094
0,hopkak,easy,control,,generated,2,CVC-CVC,hop,kak,HH AA P K AE K,6,6,/hɑpkæk/,hop-kak,0,3,aipac|harc|hark|harke|hocker|hockey|honk|hopf|hopke|hoppa,0.0,1.6094
0,hukkak,easy,control,,generated,2,CVC-CVC,huk,kak,HH AH K K AE K,6,6,/hʌkkæk/,huk-kak,0,3,aback|adak|attack|clack|crack|hucker|hucks|hulk|hunk|hunke,0.0,1.6094
0,hukmak,easy,control,,generated,2,CVC-CVC,huk,mak,HH AH K M AE K,6,6,/hʌkmæk/,huk-mak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|clack|crack|hucker,0.0,1.6094
0,humkak,easy,control,,generated,2,CVC-CVC,hum,kak,HH AH M K AE K,6,6,/hʌmkæk/,hum-kak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|hucker|hucks|hulk,0.0,1.6094
0,hunkak,easy,control,,generated,2,CVC-CVC,hun,kak,HH AH N K AE K,6,6,/hʌnkæk/,hun-kak,0,3,aback|adak|anac|attack|hnat|honey|hucker|hucks|hulk|hunch,0.0,1.6094
0,kakmek,easy,control,,generated,2,CVC-CVC,kak,mek,K AE K M EH K,6,6,/kækmɛk/,kak-mek,0,3,acme|amev|amick|cammer|cammie|cammy|camp|cams|cask|creque,0.0,1.6094
0,kakmem,easy,control,,generated,2,CVC-CVC,kak,mem,K AE K M EH M,6,6,/kækmɛm/,kak-mem,0,3,acme|amev|cammer|cammie|cammy|camp|cams|clem|kamei|kammer,0.0,1.6094
0,kakmen,easy,control,,generated,2,CVC-CVC,kak,men,K AE K M EH N,6,6,/kækmɛn/,kak-men,0,3,achorn|acme|amann|amen|amen|amev|amman|ammann|ammon|cammer,0.0,1.6094
0,kaknek,easy,control,,generated,2,CVC-CVC,kak,nek,K AE K N EH K,6,6,/kæknɛk/,kak-nek,0,3,acne|anac|annick|cana|canned|canner|cannes|canney|canny|canoy,0.0,1.6094
0,kaknem,easy,control,,generated,2,CVC-CVC,kak,nem,K AE K N EH M,6,6,/kæknɛm/,kak-nem,0,3,acne|annum|cana|canned|canner|cannes|canney|canny|canoy|cans,0.0,1.6094
0,kakpek,easy,control,,generated,2,CVC-CVC,kak,pek,K AE K P EH K,6,6,/kækpɛk/,kak-pek,0,3,apec|camp|cappa|capped|capper|cappo|capps|cappy|caps|cask,0.0,1.6094
0,kammek,easy,control,,generated,2,CVC-CVC,kam,mek,K AE M M EH K,6,6,/kæmmɛk/,kam-mek,0,3,amev|amick|cammer|cammie|cammy|camp|cams|cask|creque|kamei,0.0,1.6094
0,kammem,easy,control,,generated,2,CVC-CVC,kam,mem,K AE M M EH M,6,6,/kæmmɛm/,kam-mem,0,3,amev|cammer|cammie|cammy|camp|cams|clem|kamei|kammer|kamp,0.0,1.6094
0,kamnek,easy,control,,generated,2,CVC-CVC,kam,nek,K AE M N EH K,6,6,/kæmnɛk/,kam-nek,0,3,amev|amick|anac|annick|cammer|cammie|cammy|camp|cams|cana,0.0,1.6094
0,kanmek,easy,control,,generated,2,CVC-CVC,kan,mek,K AE N M EH K,6,6,/kænmɛk/,kan-mek,0,3,amev|amick|anac|annick|cammer|cammie|cammy|camp|cams|cana,0.0,1.6094
0,kannek,easy,control,,generated,2,CVC-CVC,kan,nek,K AE N N EH K,6,6,/kænnɛk/,kan-nek,0,3,anac|annick|cana|canned|canner|cannes|canney|canny|canoy|cans,0.0,1.6094
0,kapmek,easy,control,,generated,2,CVC-CVC,kap,mek,K AE P M EH K,6,6,/kæpmɛk/,kap-mek,0,3,amev|amick|apec|cammer|cammie|cammy|camp|cams|cappa|capped,0.0,1.6094
0,kekmak,easy,control,,generated,2,CVC-CVC,kek,mak,K EH K M AE K,6,6,/kɛkmæk/,kek-mak,0,3,chemed|chemi|clack|crack|emick|emmick|kayak|kelm|kemmer|kemp,0.0,1.6094
0,kekmam,easy,control,,generated,2,CVC-CVC,kek,mam,K EH K M AE M,6,6,/kɛkmæm/,kek-mam,0,3,chemed|chemi|clam|cram|imam|kelm|kemmer|kemp|kempe|klamm,0.0,1.6094
0,kekman,easy,control,,generated,2,CVC-CVC,kek,man,K EH K M AE N,6,6,/kɛkmæn/,kek-man,0,3,cairn|chemed|chemi|clan|ehman|ehmann|ehmen|ekern|kelm|kemmer,0.0,1.6094
0,keknak,easy,control,,generated,2,CVC-CVC,kek,nak,K EH K N AE K,6,6,/kɛknæk/,kek-nak,0,3,anac|cairn|clack|crack|kayak|kenna|kenner|kenney|kenny|kent,0.0,1.6094
0,keknam,easy,control,,generated,2,CVC-CVC,kek,nam,K EH K N AE M,6,6,/kɛknæm/,kek-nam,0,3,cairn|clam|cram|kelm|kenna|kenner|kenney|kenny|kent|klamm,0.0,1.6094
0,keknan,easy,control,,generated,2,CVC-CVC,kek,nan,K EH K N AE N,6,6,/kɛknæn/,kek-nan,0,3,cairn|clan|ekern|ennen|kenna|kenner|kenney|kenny|kent|klahn,0.0,1.6094
0,kekpak,easy,control,,generated,2,CVC-CVC,kek,pak,K EH K P AE K,6,6,/kɛkpæk/,kek-pak,0,3,aipac|clack|crack|epic|epoch|kayak|kelp|kemp|kempe|kept,0.0,1.6094
0,kekpam,easy,control,,generated,2,CVC-CVC,kek,pam,K EH K P AE M,6,6,/kɛkpæm/,kek-pam,0,3,clam|cram|kelm|kelp|kemp|kempe|kept|klamm|kram|kramm,0.0,1.6094
0,kekpan,easy,control,,generated,2,CVC-CVC,kek,pan,K EH K P AE N,6,6,/kɛkpæn/,kek-pan,0,3,cairn|clan|ekern|kelp|kemp|kempe|kept|klahn|klan|klann,0.0,1.6094
0,kektak,easy,control,,generated,2,CVC-CVC,kek,tak,K EH K T AE K,6,6,/kɛktæk/,kek-tak,0,3,attack|becht|caked|celt|checked|clack|cocked|cocked|cooked|crack,0.0,1.6094
0,kemmak,easy,control,,generated,2,CVC-CVC,kem,mak,K EH M M AE K,6,6,/kɛmmæk/,kem-mak,0,3,chemed|chemi|clack|crack|emick|emmick|kayak|kelm|kemmer|kemp,0.0,1.6094
0,kemmam,easy,control,,generated,2,CVC-CVC,kem,mam,K EH M M AE M,6,6,/kɛmmæm/,kem-mam,0,3,chemed|chemi|clam|cram|imam|kelm|kemmer|kemp|kempe|klamm,0.0,1.6094
0,kemman,easy,control,,generated,2,CVC-CVC,kem,man,K EH M M AE N,6,6,/kɛmmæn/,kem-man,0,3,cairn|chemed|chemi|clan|ehman|ehmann|ehmen|kelm|kemmer|kemp,0.0,1.6094
0,kemnak,easy,control,,generated,2,CVC-CVC,kem,nak,K EH M N AE K,6,6,/kɛmnæk/,kem-nak,0,3,anac|cairn|chemed|chemi|clack|crack|emick|emmick|kayak|kemmer,0.0,1.6094
0,kemnam,easy,control,,generated,2,CVC-CVC,kem,nam,K EH M N AE M,6,6,/kɛmnæm/,kem-nam,0,3,cairn|chemed|chemi|clam|cram|imam|kelm|kemmer|kemp|kempe,0.0,1.6094
0,kemnan,easy,control,,generated,2,CVC-CVC,kem,nan,K EH M N AE N,6,6,/kɛmnæn/,kem-nan,0,3,cairn|chemed|chemi|clan|ehman|ehmann|ehmen|ennen|kemmer|kemp,0.0,1.6094
0,kenmak,easy,control,,generated,2,CVC-CVC,ken,mak,K EH N M AE K,6,6,/kɛnmæk/,ken-mak,0,3,anac|chemed|chemi|clack|crack|emick|emmick|kayak|kelm|kemmer,0.0,1.6094
0,kenmam,easy,control,,generated,2,CVC-CVC,ken,mam,K EH N M AE M,6,6,/kɛnmæm/,ken-mam,0,3,chemed|chemi|clam|cram|imam|kelm|kemmer|kemp|kempe|kenna,0.0,1.6094
0,kenman,easy,control,,generated,2,CVC-CVC,ken,man,K EH N M AE N,6,6,/kɛnmæn/,ken-man,0,3,cairn|chemed|chemi|clan|ehman|ehmann|ehmen|ennen|kelm|kemmer,0.0,1.6094
0,kennak,easy,control,,generated,2,CVC-CVC,ken,nak,K EH N N AE K,6,6,/kɛnnæk/,ken-nak,0,3,anac|cairn|clack|crack|kayak|kenna|kenner|kenney|kenny|kent,0.0,1.6094
0,kennam,easy,control,,generated,2,CVC-CVC,ken,nam,K EH N N AE M,6,6,/kɛnnæm/,ken-nam,0,3,cairn|clam|cram|kelm|kenna|kenner|kenney|kenny|kent|klamm,0.0,1.6094
0,kenpak,easy,control,,generated,2,CVC-CVC,ken,pak,K EH N P AE K,6,6,/kɛnpæk/,ken-pak,0,3,aipac|anac|clack|crack|epic|epoch|kayak|kelp|kemp|kempe,0.0,1.6094
0,kepmak,easy,control,,generated,2,CVC-CVC,kep,mak,K EH P M AE K,6,6,/kɛpmæk/,kep-mak,0,3,aipac|chemed|chemi|clack|crack|emick|emmick|epic|epoch|kayak,0.0,1.6094
0,kepmam,easy,control,,generated,2,CVC-CVC,kep,mam,K EH P M AE M,6,6,/kɛpmæm/,kep-mam,0,3,chemed|chemi|clam|cram|imam|kelm|kemmer|kemp|kempe|kept,0.0,1.6094
0,kepnak,easy,control,,generated,2,CVC-CVC,kep,nak,K EH P N AE K,6,6,/kɛpnæk/,kep-nak,0,3,aipac|anac|cairn|clack|crack|epic|epoch|eppner|kayak|kenna,0.0,1.6094
0,kepnam,easy,control,,generated,2,CVC-CVC,kep,nam,K EH P N AE M,6,6,/kɛpnæm/,kep-nam,0,3,cairn|clam|cram|eppner|kelm|kenna|kenner|kenney|kenny|kent,0.0,1.6094
0,keppak,easy,control,,generated,2,CVC-CVC,kep,pak,K EH P P AE K,6,6,/kɛppæk/,kep-pak,0,3,aipac|clack|crack|epic|epoch|kayak|kelp|kemp|kempe|kept,0.0,1.6094
0,ketmak,easy,control,,generated,2,CVC-CVC,ket,mak,K EH T M AE K,6,6,/kɛtmæk/,ket-mak,0,3,attack|chemed|chemi|clack|crack|emick|emmick|kayak|kelm|kemmer,0.0,1.6094
0,ketnak,easy,control,,generated,2,CVC-CVC,ket,nak,K EH T N AE K,6,6,/kɛtnæk/,ket-nak,0,3,aetna|anac|attack|cairn|clack|crack|etna|kayak|kenna|kenner,0.0,1.6094
0,kikmam,easy,control,,generated,2,CVC-CVC,kik,mam,K IH K M AE M,6,6,/kɪkmæm/,kik-mam,0,3,clam|cram|imam|kicked|kicker|kicks|kika|kimmer|kimmey|kims,0.0,1.6094
0,kikman,easy,control,,generated,2,CVC-CVC,kik,man,K IH K M AE N,6,6,/kɪkmæn/,kik-man,0,3,clan|keirn|kicked|kicker|kicks|kika|kiln|kimmer|kimmey|kims,0.0,1.6094
0,kikmek,easy,control,,generated,2,CVC-CVC,kik,mek,K IH K M EH K,6,6,/kɪkmɛk/,kik-mek,0,3,creque|khmer|kicked|kicker|kicks|kika|kimmer|kimmey|kims|kleck,0.0,1.6094
0,kiknam,easy,control,,generated,2,CVC-CVC,kik,nam,K IH K N AE M,6,6,/kɪknæm/,kik-nam,0,3,clam|cram|ikner|inaez|keirn|kicked|kicker|kicks|kika|kiln,0.0,1.6094
0,kiknan,easy,control,,generated,2,CVC-CVC,kik,nan,K IH K N AE N,6,6,/kɪknæn/,kik-nan,0,3,clan|ihnen|ikner|inaez|inane|keirn|kicked|kicker|kicks|kika,0.0,1.6094
0,kimmak,easy,control,,generated,2,CVC-CVC,kim,mak,K IH M M AE K,6,6,/kɪmmæk/,kim-mak,0,3,clack|crack|ishaq|kayak|kimmer|kimmey|kims|krack|kracke|kwak,0.0,1.6094
0,kimmam,easy,control,,generated,2,CVC-CVC,kim,mam,K IH M M AE M,6,6,/kɪmmæm/,kim-mam,0,3,clam|cram|imam|kimmer|kimmey|kims|klamm|kram|kramm|kramme,0.0,1.6094
0,kimnak,easy,control,,generated,2,CVC-CVC,kim,nak,K IH M N AE K,6,6,/kɪmnæk/,kim-nak,0,3,anac|clack|crack|inaez|ishaq|kayak|keirn|kiln|kimmer|kimmey,0.0,1.6094
0,kimnam,easy,control,,generated,2,CVC-CVC,kim,nam,K IH M N AE M,6,6,/kɪmnæm/,kim-nam,0,3,clam|cram|imam|inaez|keirn|kiln|kimmer|kimmey|kims|kinch,0.0,1.6094
0,kinmam,easy,control,,generated,2,CVC-CVC,kin,mam,K IH N M AE M,6,6,/kɪnmæm/,kin-mam,0,3,clam|cram|imam|inaez|kimmer|kimmey|kims|kinch|kindt|kinner,0.0,1.6094
0,kinnak,easy,control,,generated,2,CVC-CVC,kin,nak,K IH N N AE K,6,6,/kɪnnæk/,kin-nak,0,3,anac|clack|crack|inaez|ishaq|kayak|keirn|kiln|kinch|kindt,0.0,1.6094
0,kipmak,easy,control,,generated,2,CVC-CVC,kip,mak,K IH P M AE K,6,6,/kɪpmæk/,kip-mak,0,3,aipac|clack|crack|ipock|ishaq|kayak|kimmer|kimmey|kims|kipper,0.0,1.6094
0,kipnak,easy,control,,generated,2,CVC-CVC,kip,nak,K IH P N AE K,6,6,/kɪpnæk/,kip-nak,0,3,aipac|anac|clack|crack|inaez|ipock|ishaq|kayak|keirn|kiln,0.0,1.6094
0,kokmak,easy,control,,generated,2,CVC-CVC,kok,mak,K AA K M AE K,6,6,/kɑkmæk/,kok-mak,0,3,calm|calmed|calmer|calms|cama|clack|cocked|cocker|cockey|cocks,0.0,1.6094
0,koknak,easy,control,,generated,2,CVC-CVC,kok,nak,K AA K N AE K,6,6,/kɑknæk/,kok-nak,0,3,anac|cano|carn|carne|clack|cocked|cocker|cockey|cocks|cocky,0.0,1.6094
0,makkek,easy,control,,generated,2,CVC-CVC,mak,kek,M AE K K EH K,6,6,/mækkɛk/,mak-kek,0,3,creque|kleck|krech|macchi|macher|mackey|mackie|macko|macks|macs,0.0,1.6094
0,makkem,easy,control,,generated,2,CVC-CVC,mak,kem,M AE K K EH M,6,6,/mækkɛm/,mak-kem,0,3,clem|klem|klemm|klemme|macchi|macher|mackey|mackie|macko|macks,0.0,1.6094
0,makken,easy,control,,generated,2,CVC-CVC,mak,ken,M AE K K EH N,6,6,/mækkɛn/,mak-ken,0,3,achorn|cayenne|cayenne|kren|krenn|macchi|macher|mackey|mackie|macko,0.0,1.6094
0,maknem,easy,control,,generated,2,CVC-CVC,mak,nem,M AE K N EH M,6,6,/mæknɛm/,mak-nem,0,3,acne|annum|clem|klem|klemm|klemme|macchi|macher|mackey|mackie,0.0,1.6094
0,mamkek,easy,control,,generated,2,CVC-CVC,mam,kek,M AE M K EH K,6,6,/mæmkɛk/,mam-kek,0,3,amca|amev|amick|macchi|macher|mackey|mackie|macko|macks|macs,0.0,1.6094
0,mamkem,easy,control,,generated,2,CVC-CVC,mam,kem,M AE M K EH M,6,6,/mæmkɛm/,mam-kem,0,3,amca|amev|macchi|macher|mackey|mackie|macko|macks|macs|mahnke,0.0,1.6094
0,mamken,easy,control,,generated,2,CVC-CVC,mam,ken,M AE M K EH N,6,6,/mæmkɛn/,mam-ken,0,3,achorn|amann|amca|amen|amen|amev|amman|ammann|ammon|ehmen,0.0,1.6094
0,mamnek,easy,control,,generated,2,CVC-CVC,mam,nek,M AE M N EH K,6,6,/mæmnɛk/,mam-nek,0,3,amev|amick|anac|annick|mahnke|mance|mandt|manet|mank|manke,0.0,1.6094
0,mankem,easy,control,,generated,2,CVC-CVC,man,kem,M AE N K EH M,6,6,/mænkɛm/,man-kem,0,3,annum|macchi|macher|mackey|mackie|macko|macks|macs|mahnke|makar,0.0,1.6094
0,mapkek,easy,control,,generated,2,CVC-CVC,map,kek,M AE P K EH K,6,6,/mæpkɛk/,map-kek,0,3,apec|macchi|macher|mackey|mackie|macko|macks|macs|mahnke|makar,0.0,1.6094
0,mekkak,easy,control,,generated,2,CVC-CVC,mek,kak,M EH K K AE K,6,6,/mɛkkæk/,mek-kak,0,3,clack|crack|kayak|krack|kracke|kwak|meca|mecca|meckes|menk,0.0,1.6094
0,mekkam,easy,control,,generated,2,CVC-CVC,mek,kam,M EH K K AE M,6,6,/mɛkkæm/,mek-kam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|meca|mecca|meckes,0.0,1.6094
0,mekkan,easy,control,,generated,2,CVC-CVC,mek,kan,M EH K K AE N,6,6,/mɛkkæn/,mek-kan,0,3,clan|ekern|klahn|klan|klann|krahn|meca|mecca|meckes|menk,0.0,1.6094
0,meknak,easy,control,,generated,2,CVC-CVC,mek,nak,M EH K N AE K,6,6,/mɛknæk/,mek-nak,0,3,anac|clack|crack|kayak|krack|kracke|kwak|many|meant|meca,0.0,1.6094
0,meknam,easy,control,,generated,2,CVC-CVC,mek,nam,M EH K N AE M,6,6,/mɛknæm/,mek-nam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|many|meant|meca,0.0,1.6094
0,meknan,easy,control,,generated,2,CVC-CVC,mek,nan,M EH K N AE N,6,6,/mɛknæn/,mek-nan,0,3,clan|ekern|ennen|klahn|klan|klann|knin|krahn|many|meant,0.0,1.6094
0,mekpak,easy,control,,generated,2,CVC-CVC,mek,pak,M EH K P AE K,6,6,/mɛkpæk/,mek-pak,0,3,aipac|clack|crack|epic|epoch|kayak|krack|kracke|kwak|meca,0.0,1.6094
0,mekpam,easy,control,,generated,2,CVC-CVC,mek,pam,M EH K P AE M,6,6,/mɛkpæm/,mek-pam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|meca|mecca|meckes,0.0,1.6094
0,mektak,easy,control,,generated,2,CVC-CVC,mek,tak,M EH K T AE K,6,6,/mɛktæk/,mek-tak,0,3,attack|becht|checked|clack|crack|decked|ector|fecht|hecht|kayak,0.0,1.6094
0,memkak,easy,control,,generated,2,CVC-CVC,mem,kak,M EH M K AE K,6,6,/mɛmkæk/,mem-kak,0,3,ehmke|emco|emick|emmick|meca|mecca|meckes|memes|memmer|memo,0.0,1.6094
0,memkam,easy,control,,generated,2,CVC-CVC,mem,kam,M EH M K AE M,6,6,/mɛmkæm/,mem-kam,0,3,ehmke|emco|imam|meca|mecca|meckes|memes|memmer|memo|menk,0.0,1.6094
0,memkan,easy,control,,generated,2,CVC-CVC,mem,kan,M EH M K AE N,6,6,/mɛmkæn/,mem-kan,0,3,ehman|ehmann|ehmen|ehmke|ekern|emco|meca|mecca|meckes|memes,0.0,1.6094
0,memnak,easy,control,,generated,2,CVC-CVC,mem,nak,M EH M N AE K,6,6,/mɛmnæk/,mem-nak,0,3,anac|emick|emmick|many|meant|mehner|memes|memmer|memo|mench,0.0,1.6094
0,memnam,easy,control,,generated,2,CVC-CVC,mem,nam,M EH M N AE M,6,6,/mɛmnæm/,mem-nam,0,3,imam|many|meant|mehner|memes|memmer|memo|mench|mend|mende,0.0,1.6094
0,menkak,easy,control,,generated,2,CVC-CVC,men,kak,M EH N K AE K,6,6,/mɛnkæk/,men-kak,0,3,anac|many|meant|meca|mecca|meckes|mehner|mench|mend|mende,0.0,1.6094
0,menkam,easy,control,,generated,2,CVC-CVC,men,kam,M EH N K AE M,6,6,/mɛnkæm/,men-kam,0,3,many|meant|meca|mecca|meckes|mehner|mench|mend|mende|menge,0.0,1.6094
